pais,regio,lifexp,population,gdp
Denmark,0,74.68,5113701,22556.1085
Djibouti,2,59.38,403221,
Dominica,3,,73637,2927.376796
Dominican Republic,3,68.75,6482152,1787.020966
East Germany,0,,,
Ecuador,3,68.18,9090592,1281.525853
Egypt,2,62.38,50659625,1052.846372
El Salvador,3,61.24,4995888,1513.302416
Equatorial Guinea,2,46.92,312634,621.4767347
Eritrea,2,48.77,2806456,
Eritrea and Ethiopia,2,,43487134,
Estonia,0,69.97,1525790,
Ethiopia,2,35.43,41077517,117.1536725
Faeroe Islands,0,,45497,
Falkland Is (Malvinas),3,,1856,
Fiji,1,63.96,711703,1624.800944
Finland,0,74.49,4902206,17166.60394
France,0,75.67,55281465,16432.99036
French Guiana,3,70.2,87473,
French Polynesia,1,67.27,174024,12563.194
Gabon,2,57.4,793810,5113.415634
Gambia,2,58.21,768460,603.2702571
Georgia,0,69.75,5287002,2251.8476
Germany,0,74.55,77684875,17037.9529
Ghana,2,55.23,12871965,200.9364455
Gibraltar,0,,26608,
Greece,0,75.47,9934292,9342.314356
Greenland,0,63.42,53173,14986.68235
Grenada,3,68.83,99824,2493.671521
Guadeloupe,3,71.82,355037,
Guam,1,71.3,119464,
Guatemala,3,61.72,7954682,1403.337838
Guernsey,0,,55159,
Guinea,2,47.33,4923603,
Guinea-Bissau,2,49.49,921889,167.9703585
Guyana,3,63.21,751636,662.7719723
Haiti,3,52.42,6395193,
Holy See,0,,747,
Honduras,3,66.86,4225870,1043.066727
Hong Kong- China,1,76.28,5414630,14714.44717
Hungary,0,69.01,10542504,4137.117969
Iceland,0,77.85,241398,23965.92239
India,1,56.81,784490842,263.9605205
Indonesia,1,61.66,168119209,460.1105832
Iran,1,57.39,46497235,1492.492742
Iraq,1,59.36,15477228,
Ireland,0,74.84,3534103,11107.24557
Isle of Man,0,,64448,8220.905347
Israel,1,75.1,4083495,13623.54055
Italy,0,75.62,56772141,14266.75637
Jamaica,3,74.79,2297232,2560.793155
Japan,1,77.8,119990547,27449.51885
Jersey,0,,79589,
Jordan,1,69.75,2803422,2053.809713
Kazakhstan,1,68.07,15780002,
Kenya,2,61.96,19655192,408.2825798
Kiribati,1,56.04,62620,681.4662383
North Korea,1,67,18720888,
South Korea,1,68.98,40509932,4572.112989
"United Korea (former)
",1,,59287420,
Kosovo,0,,1635482,
Kuwait,1,75.59,1742083,
Kyrgyz Republic,1,64.86,4013498,
Lao,1,48.54,3647754,211.1536744
Latvia,0,69.72,2582011,3687.353007
Lebanon,1,68.07,2885481,
Lesotho,2,57.31,1487079,293.5140833
Liberia,2,48.58,2211509,539.3901312
Libya,2,71.09,3849801,
Liechtenstein,0,,27140,40723.64189
Lithuania,0,70.78,3561668,
Luxembourg,0,73.51,366716,23581.12705
Macao- China,1,74.03,296210,10616.43523
Macedonia- FYR,0,70.26,1828148,
Madagascar,2,54.19,9784559,291.4985944
Malawi,2,47.6,7268257,152.5990162
Malaysia,1,70.45,15762856,2149.417362
Maldives,1,61.51,186720,
Mali,2,46.68,8009705,169.4834055
Malta,0,75.81,349135,5203.428664
Marshall Islands,1,,38327,1779.771581
Martinique,3,72.9,340749,
Mauritania,2,57.86,1747839,493.3351113
Mauritius,2,68.26,1014450,1877.717489
Mayotte,2,70.12,70912,
Mexico,3,69.4,76175154,4993.468346
Micronesia- Fed. Sts.,1,63.92,85682,
Moldova,0,66.83,4214996,890.2827617
Monaco,0,,28533,64977.97348
Mongolia,1,60.22,1926002,493.3089078
Montenegro,0,73.96,575997,
Montserrat,3,,11307,
Morocco,2,64.14,22291062,1050.897032
Mozambique,2,50.02,13334972,143.6886148
Myanmar,1,55.87,36127741,
Namibia,2,60.27,1150038,1974.081631
Nauru,1,,8174,
Nepal,1,54.17,16936006,159.4429257
Netherlands,0,76.34,14452941,16502.21441
Netherlands Antilles,3,74.19,181650,
New Caledonia,1,69.02,154749,9194.423626
New Zealand,1,74.03,3268709,11436.54888
Ngorno-Karabakh,0,,,
Nicaragua,3,68.89,3696667,1171.440223
Niger,2,44.63,6743501,197.1190192
Nigeria,2,53.54,85828707,314.0696989
Niue,1,,2716,
Norfolk Island,1,,,
Northern Cyprus,0,,,
Northern Mariana Islands,1,,30341,
Norway,0,76.07,4152560,25885.10626
Oman,1,68.35,1538575,7059.81007
Pakistan,1,60.43,95470380,397.1574754
Palau,1,,13698,
Panama,3,73.45,2179624,3364.432072
Papua New Guinea,1,55.08,3677658,605.3582071
Paraguay,3,72.87,3698465,1324.274097
Peru,3,65.8,19460111,2041.393821
Philippines,1,65.95,54052849,896.9576615
Pitcairn,1,,62,
Poland,0,70.78,37201804,
Portugal,0,73.22,9962255,6630.640111
Puerto Rico,3,74,3379401,9235.880436
Qatar,1,73.51,368006,
Reunion,2,70.73,559640,
Romania,0,70.05,22724837,2116.638889
Russia,0,68.19,143642108,
Rwanda,2,49.15,6080907,255.4341924
St. Barthélemy,3,,,
St. Helena,2,,5631,
St. Kitts and Nevis,3,,42015,4075.743233
St. Lucia,3,69.7,126116,2399.667706
St. Martin,3,,,
St. Vincent and the Grenadines,3,68.68,104402,2031.224185
St.-Pierre-et-Miquelon,3,,6107,
Samoa,1,66.1,156919,1182.913516
San Marino,0,,22776,17392.66012
Sao Tome and Principe,2,62.4,103852,
Saudi Arabia,1,71.01,13220479,9209.91883
Senegal,2,54.45,6232395,493.4874651
Serbia,0,71.58,9272302,
Serbia and Montenegro,0,,9723912,
Serbia excluding Kosovo,0,,7730951,
Seychelles,2,69.3,66914,4486.337327
Sierra Leone,2,53.14,3540728,272.8443439
Singapore,1,72.87,2708638,11624.62962
Slovak Republic,0,70.89,5141880,5092.382101
Slovenia,0,71.63,1883179,
Solomon Islands,1,60.26,268862,
Somalia,2,49.24,6363791,
Somaliland,2,,,
South Africa,2,59.78,32983394,3262.743579
South Ossetia,0,,,
Spain,0,76.34,38476148,9199.6673
Sri Lanka,1,69.97,16210466,523.6118949
Sudan,2,57.81,18726053,240.6068133
Suriname,3,68.98,376102,2223.259662
Svalbard,0,,,
Swaziland,2,58.6,705602,861.8697088
Sweden,0,76.72,8350392,21228.6428
Switzerland,0,76.99,6455375,30715.62587
Syria,1,68.51,10576592,1035.099633
Taiwan,1,72.98,19337000,
Tajikistan,1,65.55,4566786,457.0733197
Tanzania,2,55.44,21848290,
Thailand,1,68.36,52328663,928.6739695
Timor-Leste,1,52.51,659846,
Togo,2,56.39,3161327,291.7679809
Tokelau,1,,1713,
Tonga,1,68.27,93944,1490.953084
Transnistria,0,,,
Trinidad and Tobago,3,68.5,1172735,5702.011088
Tunisia,2,68.56,7330267,1614.301508
Turkey,0,65.15,49399630,2875.984715
Turkmenistan,1,63.44,3229499,
Turks and Caicos Islands,3,,9501,
Tuvalu,1,,8648,
Uganda,2,52.09,14801113,173.865795
Ukraine,0,69.47,50949364,
United Arab Emirates,1,68.98,1349000,43114.96994
United Kingdom,0,74.51,56516908,17269.88771
United States,3,74.79,241119752,25338.55564
Uruguay,3,71.97,3010766,4486.834721
USSR,0,,277873515,
Uzbekistan,1,67.85,18174143,
Wallis et Futuna,1,,13534,
Vanuatu,3,59.87,130030,1384.59512
Venezuela,1,70.89,17269324,4800.957486
West Bank and Gaza,3,69.23,1759763,
West Germany,1,,,
Western Sahara,1,54.17,183630,
Vietnam,0,67.77,60307305,201.9667162
Virgin Islands (U.S.),2,73.06,104668,
North Yemen (former),1,,7916723,
South Yemen (former),1,,2219923,
Yemen,1,55.69,9758220,
Yugoslavia,0,,22216101,
Zambia,2,55.54,6785211,414.3898887
Zimbabwe,2,64.86,8855279,507.833108
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
