pais,regio,lifexp,population,gdp
Northern Mariana Islands,1,72.3,43973,
Norway,0,76.6,4241485,27576.87467
Oman,1,72.1,1868055,6773.154517
Pakistan,1,62.1,111844679,449.2745916
Palau,1,,15089,
Panama,3,74.9,2415926,2935.477573
Papua New Guinea,1,56,4157654,566.8707368
Paraguay,3,74.2,4243860,1396.742875
Peru,3,68.7,21685537,1664.248311
Philippines,1,67.6,61628668,991.400335
Pitcairn,1,,65,
Poland,0,70.9,38056174,3100.70685
Portugal,0,74.2,9925477,8771.92762
Puerto Rico,3,73.8,3528815,11607.88682
Qatar,1,74.5,473722,
Reunion,2,72.69,612034,
Romania,0,70,23206719,1895.953364
Russia,0,69.2,148243501,2602.246366
Rwanda,2,50.5,7109538,234.8794625
St. Barthélemy,3,,5038,
St. Helena,2,,5537,
St. Kitts and Nevis,3,,40731,6042.371309
St. Lucia,3,70.2,138042,3952.460301
St. Martin,3,,,
St. Vincent and the Grenadines,3,69.7,107449,2715.504887
St.-Pierre-et-Miquelon,3,,6279,
Samoa,1,69.1,161308,1191.78335
San Marino,0,,24134,19153.4878
Sao Tome and Principe,2,63.4,116117,
Saudi Arabia,1,73.9,16139053,8930.375515
Senegal,2,57.8,7241573,477.0034157
Serbia,0,72.5,9568744,1444.183967
Serbia and Montenegro,0,,9935057,
Serbia excluding Kosovo,0,,7897937,
Seychelles,2,69.1,71031,5645.415813
Sierra Leone,2,51.6,3981567,254.7936682
Singapore,1,74.9,3016624,15787.90256
Slovak Republic,0,71,5270072,5316.213896
Slovenia,0,73.7,1926701,8362.388736
Solomon Islands,1,60.1,309527,1101.247994
Somalia,2,48.8,6599249,
Somaliland,2,,,
South Africa,2,62,36793907,3151.838614
South Ossetia,0,,,
Spain,0,76.9,38889158,11335.55259
Sri Lanka,1,70.5,17337048,577.2392264
Sudan,2,58.9,21073606,264.2046927
Suriname,3,69.7,406890,2049.598226
Svalbard,0,,3544,
Swaziland,2,60.7,862947,1320.353166
Sweden,0,77.6,8558829,23492.2496
Switzerland,0,77.5,6673738,34208.11542
Syria,1,70.5,12324116,955.1431704
Taiwan,1,73.8,20278000,
Tajikistan,1,65.3,5303152,426.070505
Tanzania,2,55.2,25478979,304.6405527
Thailand,1,71,57072058,1390.520211
Timor-Leste,1,58.5,743145,
Togo,2,57.8,3665509,284.4284097
Tokelau,1,,1609,
Tonga,1,69.1,95150,1493.743315
Transnistria,0,,,
Trinidad and Tobago,3,69.1,1215494,4911.863874
Tunisia,2,71.8,8215111,1661.29315
Turkey,0,68.1,54130268,3448.001406
Turkmenistan,1,63.9,3668000,1007.373699
Turks and Caicos Islands,3,,11549,
Tuvalu,1,,9004,1128.077582
Uganda,2,50.7,17699717,186.0518733
Ukraine,0,70,51644914,1386.597008
United Arab Emirates,1,70.6,1808642,36597.66911
United Kingdom,0,75.7,57214474,20087.04974
United States,3,75.4,253339097,28298.44695
Uruguay,3,73,3109122,5253.942903
USSR,0,,288544755,
Uzbekistan,1,67.8,20515248,684.7222036
Wallis et Futuna,1,,13882,
Vanuatu,3,61.9,146636,1327.356581
Venezuela,1,72.5,19685177,4823.487126
West Bank and Gaza,3,71.8,2081424,
West Germany,1,,63254000,
Western Sahara,1,57.59,220794,
Vietnam,0,69.3,67101583,227.4878659
Virgin Islands (U.S.),2,74.73,103253,
North Yemen (former),1,,9632403,
South Yemen (former),1,,2681173,
Yemen,1,58.5,11948209,464.8370435
Yugoslavia,0,,22719621,
Zambia,2,51.9,7860053,387.292805
Zimbabwe,2,63,10469202,536.9977134
