pais,regio,lifexp,population,gdp
Israel,1,69.93,2522641,7671.003555
Italy,0,70.24,51453513,7257.325021
Jamaica,3,68.73,1760400,
Japan,1,70.31,97342773,11376.55711
Jersey,0,,66312,
Jordan,1,57.35,1129219,
Kazakhstan,1,61.24,11909001,
Kenya,2,50.75,9504635,261.817474
Kiribati,1,47.84,37895,
North Korea,1,53.76,12323345,
South Korea,1,56.84,28395140,1351.030613
"United Korea (former)
",1,,40573751,
Kosovo,0,,1399651,
Kuwait,1,65.92,484205,
Kyrgyz Republic,1,58.34,2573494,
Lao,1,43.39,2391060,
Latvia,0,71.29,2261016,1558.054419
Lebanon,1,64.25,2203902,
Lesotho,2,48.79,933664,173.3141646
Liberia,2,37.23,1261555,629.1689273
Libya,2,52.77,1622996,
Liechtenstein,0,,18717,
Lithuania,0,71.76,2966462,
Luxembourg,0,69.31,331505,15127.46998
Macao- China,1,67.24,206906,
Macedonia- FYR,0,63.92,1481397,
Madagascar,2,44.85,5764278,387.6113485
Malawi,2,39.75,3974682,109.0299984
Malaysia,1,62.71,9569499,966.2884364
Maldives,1,42.47,102909,
Mali,2,31.26,5597238,
Malta,0,70.03,305851,
Marshall Islands,1,,17282,
Martinique,3,63.28,311488,
Mauritania,2,47.18,983773,549.0964132
Mauritius,2,62.4,753065,
Mayotte,2,58.98,30455,
Mexico,3,59.78,44898430,2977.541328
Micronesia- Fed. Sts.,1,58.63,52236,
Moldova,0,64.14,3335497,
Monaco,0,,22749,
Mongolia,1,53.48,1109312,
Montenegro,0,67.05,506646,
Montserrat,3,,11839,
Morocco,2,52.06,13323000,669.291332
Mozambique,2,41.1,8473839,
Myanmar,1,46.4,23330184,
Namibia,2,50.05,682554,
Nauru,1,,5738,
Nepal,1,42.14,10707313,142.2427929
Netherlands,0,73.58,12213435,10450.06487
Netherlands Antilles,3,67.33,146480,
New Caledonia,1,59.6,91182,7553.994849
New Zealand,1,71.3,2628004,
Ngorno-Karabakh,0,,,
Nicaragua,3,54.88,2061878,1629.626468
Niger,2,37.49,3765632,365.9342254
Nigeria,2,43.29,51195706,312.5701584
Niue,1,,5097,
Norfolk Island,1,,,
Northern Cyprus,0,,,
Northern Mariana Islands,1,,11157,
Norway,0,73.83,3723001,12898.09416
Oman,1,49.13,630553,1091.500026
Pakistan,1,51.01,51993059,236.7000443
Palau,1,,10782,
Panama,3,64.21,1305667,2194.360962
Papua New Guinea,1,42.22,2161087,545.0844547
Paraguay,3,67.87,2176195,716.0939457
Peru,3,51.79,11466936,1924.819955
Philippines,1,60.56,30606162,758.330884
Pitcairn,1,,103,
Poland,0,69.58,31121621,
Portugal,0,66.17,8899506,3173.310788
Puerto Rico,3,69.72,2582056,5203.118256
Qatar,1,64.53,73073,
Reunion,2,59.64,390531,
Romania,0,68.02,19031999,
Russia,0,69.36,126749106,
Rwanda,2,44.62,3220770,174.2025495
St. Barthélemy,3,,,
St. Helena,2,,4639,
St. Kitts and Nevis,3,,49207,
St. Lucia,3,60.15,96738,
St. Martin,3,,,
St. Vincent and the Grenadines,3,62.46,85973,1325.131556
St.-Pierre-et-Miquelon,3,,5095,
Samoa,1,54.39,126931,
San Marino,0,,17439,
Sao Tome and Principe,2,53.92,64803,
Saudi Arabia,1,50.88,4787033,
Senegal,2,38.71,3504782,588.5281832
Serbia,0,66.06,7889351,
Serbia and Montenegro,0,,8321934,
Serbia excluding Kosovo,0,,6616174,
Seychelles,2,62.81,46544,2485.941371
Sierra Leone,2,38.7,2373308,254.7680934
Singapore,1,66.31,1879561,2782.514671
Slovak Republic,0,70.39,4344322,
Slovenia,0,69.14,1630299,
Solomon Islands,1,53.42,143000,
Somalia,2,40.68,3170982,
Somaliland,2,,,
South Africa,2,50.91,19813932,2689.992793
South Ossetia,0,,,
Spain,0,70.95,32108561,5333.775168
Sri Lanka,1,62.07,11215216,286.7429199
Sudan,2,51.94,10356949,277.355218
Suriname,3,62.65,332197,
Svalbard,0,,,
Swaziland,2,46.39,391553,
Sweden,0,73.85,7734003,14150.45858
Switzerland,0,72.36,5829839,
Syria,1,55.77,5378287,577.3676257
Taiwan,1,67.42,12978000,
Tajikistan,1,59.45,2512493,
Tanzania,2,47.37,11682835,
Thailand,1,57.8,31792743,389.9389212
Timor-Leste,1,41.29,547681,
Togo,2,44.43,1699541,264.3531037
Tokelau,1,,1924,
Tonga,1,62.94,74364,
Transnistria,0,,,
Trinidad and Tobago,3,65.17,893922,4217.63507
Tunisia,2,47.31,4630000,807.2993337
Turkey,0,50.96,31837999,1767.92453
Turkmenistan,1,57.17,1890000,
Turks and Caicos Islands,3,,5669,
Tuvalu,1,,6819,
Uganda,2,48.49,8014352,
Ukraine,0,71.4,45340503,
United Arab Emirates,1,56.87,146387,
United Kingdom,0,71.52,54349899,11276.0365
United States,3,70.41,199452508,16277.37401
Uruguay,3,68.74,2693906,4121.472526
USSR,0,,230512995,
Uzbekistan,1,61.59,10233502,
Wallis et Futuna,1,,9224,
Vanuatu,3,48.87,74287,
Venezuela,1,63.09,9067485,6108.34843
West Bank and Gaza,3,54.2,1190923,
West Germany,1,,,
Western Sahara,1,40.26,50938,
Vietnam,0,61.32,39884879,
Virgin Islands (U.S.),2,65.6,49610,
North Yemen (former),1,,,
South Yemen (former),1,,,
Yemen,1,37.27,5632206,
Yugoslavia,0,,19038028,
Zambia,2,50.96,3537265,629.5715716
Zimbabwe,2,55.25,4422087,392.3964169
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
