pais,regio,lifexp,population,gdp
U_Korea ,1,,46152902,
Kosovo,0,,1459678,
Kuwait,1,68.93,753142,
Kyrgyz Republic,1,60.3,2964499,
Lao,1,44.66,2691207,
Latvia,0,70.31,2365705,2101.863674
Lebanon,1,65.52,2464286,
Lesotho,2,49.67,1033044,178.8732669
Liberia,2,40.1,1439677,759.9507565
Libya,2,59.01,1994000,
Liechtenstein,0,,21358,32622.11206
Lithuania,0,71.16,3137113,
Luxembourg,0,69.47,339184,17466.69322
Macao- China,1,69.2,250995,
Macedonia- FYR,0,66.63,1567968,
Madagascar,2,47.77,6548922,428.6508881
Malawi,2,41.62,4531280,121.2422747
Malaysia,1,65.08,10909353,1139.287768
Maldives,1,47.37,115772,
Mali,2,34.51,6034022,172.1268594
Malta,0,71.6,303607,2074.143532
Marshall Islands,1,,20397,
Martinique,3,65.99,325561,
Mauritania,2,49.77,1133539,618.0885057
Mauritius,2,63.14,826862,
Mayotte,2,62.36,36755,
Mexico,3,61.77,51868335,3488.715018
Micronesia- Fed. Sts.,1,60.48,61431,
Moldova,0,65.39,3594501,
Monaco,0,,23689,50458.24756
Mongolia,1,56.58,1281535,
Montenegro,0,69.94,518727,
Montserrat,3,,11622,
Morocco,2,54.34,15309995,786.2575819
Mozambique,2,43.97,9453385,
Myanmar,1,50.31,26164131,
Namibia,2,52.81,780386,
Nauru,1,,6493,
Nepal,1,44.43,11917872,145.249731
Netherlands,0,73.57,12958757,12759.17567
Netherlands Antilles,3,69.22,159179,
New Caledonia,1,62.42,105134,11295.56088
New Zealand,1,71.35,2819597,
Ngorno-Karabakh,0,,,
Nicaragua,3,59.18,2398160,1689.469718
Niger,2,38.24,4372957,307.3022132
Nigeria,2,41.79,57357275,345.0830918
Niue,1,,5131,
Norfolk Island,1,,,
Northern Cyprus,0,,,
Northern Mariana Islands,1,,13203,
Norway,0,74.19,3877383,14893.97936
Oman,1,53.26,731703,4282.057639
Pakistan,1,54.06,59382651,291.1318585
Palau,1,,11481,
Panama,3,66.66,1509822,2734.769954
Papua New Guinea,1,46.27,2434698,667.3020378
Paraguay,3,69.2,2482508,776.2301912
Peru,3,55.36,13187182,2075.557615
Philippines,1,62.26,35451392,820.633505
Pitcairn,1,,90,
Poland,0,69.96,32529022,
Portugal,0,67.14,8684237,4610.253997
Puerto Rico,3,71.35,2715540,7002.48479
Qatar,1,67.91,108401,
Reunion,2,63.06,462096,
Romania,0,68.41,20252540,
Russia,0,68.76,130391798,
Rwanda,2,45.58,3748672,215.6267917
St. Barthélemy,3,,,
St. Helena,2,,4937,
St. Kitts and Nevis,3,,44887,
St. Lucia,3,62.47,104101,
St. Martin,3,,,
St. Vincent and the Grenadines,3,64.84,90465,1382.425336
St.-Pierre-et-Miquelon,3,,5457,
Samoa,1,57.33,142354,
San Marino,0,,19136,13112.42249
Sao Tome and Principe,2,56.81,73630,
Saudi Arabia,1,55.65,5771846,7636.048495
Senegal,2,39.59,4096245,551.7765027
Serbia,0,68.34,8172645,
Serbia and Montenegro,0,,8681198,
Serbia excluding Kosovo,0,,6899922,
Seychelles,2,64.62,51659,2647.173963
Sierra Leone,2,43.15,2593123,285.2875794
Singapore,1,67.4,2074099,4628.316527
Slovak Republic,0,69.84,4509366,
Slovenia,0,69.32,1669731,
Solomon Islands,1,56.31,160256,
Somalia,2,42.99,3601206,
Somaliland,2,,,
South Africa,2,52.77,22502306,3104.017979
South Ossetia,0,,,
Spain,0,72.19,33791761,6830.718983
Sri Lanka,1,64.69,12554583,338.4317237
Sudan,2,54.26,11744590,261.9359088
Suriname,3,64.66,372297,
Svalbard,0,,,
Swaziland,2,48.79,445735,576.7520745
Sweden,0,74.66,8042839,16570.99947
Switzerland,0,73.18,6169124,
Syria,1,59.31,6368017,577.6763805
Taiwan,1,68.67,14598000,
Tajikistan,1,61.55,2941501,
Tanzania,2,49.53,13604523,
Thailand,1,59.86,36915397,520.2359482
Timor-Leste,1,45.56,604382,
Togo,2,47.72,2097273,295.0814149
Tokelau,1,,1618,
Tonga,1,64.58,84369,
Transnistria,0,,,
Trinidad and Tobago,3,65.73,967658,4629.75863
Tunisia,2,52.94,5127001,914.4900747
Turkey,0,54.59,35464196,2120.949038
Turkmenistan,1,59.15,2188499,
Turks and Caicos Islands,3,,5632,
Tuvalu,1,,7296,
Uganda,2,50.74,9445932,
Ukraine,0,70.59,47316501,
United Arab Emirates,1,61.08,231754,
United Kingdom,0,71.89,55645390,13042.15454
United States,3,70.92,209463865,18228.92179
Uruguay,3,68.88,2809117,4331.945442
USSR,0,,242478113,
Uzbekistan,1,63.54,11972994,
Wallis et Futuna,1,,8841,
Vanuatu,3,51.67,85393,
Venezuela,1,65.8,10680678,6302.713185
West Bank and Gaza,3,57.97,1124591,
West Germany,1,,,
Western Sahara,1,42.07,76691,
Vietnam,0,58.78,44927973,
Virgin Islands (U.S.),2,67.71,64070,
North Yemen (former),1,,4879841,
South Yemen (former),1,,1510883,
Yemen,1,41.55,6144992,
Yugoslavia,0,,19839733,
Zambia,2,53.88,4138837,579.2675398
Zimbabwe,2,57.22,5206229,515.236387
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
