pais,regio,lifexp,population,gdp
Congo- Rep.,2,52.6,2732706,1045.775938
Cook Is,1,,18307,
Costa Rica,3,76.8,3468918,3613.881003
Cote d'Ivoire,2,52.5,14677200,608.1200345
Croatia,0,73,4669001,3900.57775
Cuba,3,75,10900795,2245.634868
Cyprus,0,76.7,855424,11867.54711
Czech Republic,0,73.4,10319337,5198.401456
Czechoslovakia,0,,15685424,
Denmark,0,75.6,5233364,26572.14846
Djibouti,2,60.4,626537,900.1044564
Dominica,3,72.8,71364,4280.235919
Dominican Republic,3,72.6,7916309,2171.301126
East Germany,0,,,
Ecuador,3,72.3,11384506,1336.079949
Egypt,2,67.4,62063810,1248.732698
El Salvador,3,70,5733401,1970.700359
Equatorial Guinea,2,48.5,442527,655.139626
Eritrea,2,57.8,3212503,189.1695919
Eritrea and Ethiopia,2,,60487061,
Estonia,0,67.7,1440710,2857.309844
Ethiopia,2,49.2,57042197,113.8715341
Faeroe Islands,0,,43483,
Falkland Is (Malvinas),3,,2439,
Fiji,1,64.5,775651,1955.293857
Finland,0,76.7,5107802,18858.96271
France,0,78.2,57844501,19478.17581
French Guiana,3,73.56,138916,
French Polynesia,1,70.43,215798,13608.05196
Gabon,2,59.8,1087327,4600.584294
Gambia,2,62.6,1126183,558.0128043
Georgia,0,70.7,5069269,486.5342976
Germany,0,76.6,81929441,21061.29653
Ghana,2,60,16996901,237.2935875
Gibraltar,0,,27283,
Greece,0,77.8,10671809,9875.024813
Greenland,0,66.5,55617,15879.34929
Grenada,3,70.7,100163,3609.494877
Guadeloupe,3,75.48,404700,
Guam,1,73,145559,
Guatemala,3,66.9,10015675,1586.721932
Guernsey,0,,62668,
Guinea,2,53.4,7565235,326.7392477
Guinea-Bissau,2,52.3,1125392,193.3230782
Guyana,3,64.4,727979,855.8023537
Haiti,3,56.2,7877569,410.800483
Holy See,0,,781,
Honduras,3,70.1,5575099,1097.567524
Hong Kong- China,1,78.72,6144316,24500.83898
Hungary,0,70.1,10331403,3883.936315
Iceland,0,78.9,267478,25619.3342
India,1,59.9,964486155,367.2771625
Indonesia,1,66.1,199400339,799.3099303
Iran,1,69.9,59757114,1390.18136
Iraq,1,65.3,20288226,
Ireland,0,77.1,3610958,17188.38855
Isle of Man,0,,72183,13624.51345
Israel,1,77.4,5332079,17568.40398
Italy,0,78.1,56968039,17671.40672
Jamaica,3,74.7,2461516,3695.012631
Japan,1,79.7,124486744,36177.03484
Jersey,0,,86297,
Jordan,1,72.5,4382005,1723.089546
Kazakhstan,1,63.6,15925853,1022.929651
Kenya,2,58.1,27425720,416.4573819
Kiribati,1,58.9,77248,661.54344
North Korea,1,58.6,21770898,
South Korea,1,74,44662143,9548.014842
"United Korea (former)
",1,,66826002,
Kosovo,0,,2567417,
Kuwait,1,76.5,1627911,21085.45971
Kyrgyz Republic,1,65.1,4592135,228.6509637
Lao,1,53.6,4795112,267.6619733
Latvia,0,66.5,2492095,2392.537411
Lebanon,1,73.4,3462974,4642.360019
Lesotho,2,58.7,1794531,343.106329
Liberia,2,50.9,2094591,54.50519236
Libya,2,74.6,4775009,
Liechtenstein,0,,30941,57024.68607
Lithuania,0,69,3629104,2535.380653
Luxembourg,0,76.9,407522,36836.02214
Macao- China,1,76.56,398426,15670.4786
Macedonia- FYR,0,71.8,1963484,1578.21368
Madagascar,2,57.2,13129227,244.6940024
Malawi,2,46.9,9883350,145.6410746
Malaysia,1,72.4,20720810,3581.946302
Maldives,1,69.3,248712,1689.965592
Mali,2,51.4,9824510,191.5799132
Malta,0,78.4,386576,8320.717842
Marshall Islands,1,65.2,51008,2581.130408
Martinique,3,76.54,369709,
Mauritania,2,61.2,2292053,495.871645
Mauritius,2,70.3,1137098,3083.050001
Mayotte,2,74,121949,
Mexico,3,73,92272749,4831.8194
Micronesia- Fed. Sts.,1,65.4,107233,2189.552
Moldova,0,65.4,4338750,394.704398
Monaco,0,,33014,69836.00825
Mongolia,1,61.7,2306131,430.8082538
Montenegro,0,73.5,643227,
Montserrat,3,,10210,
Morocco,2,69.5,26928600,1128.767079
Mozambique,2,52.7,15933452,186.0090145
Myanmar,1,59,42133199,
Namibia,2,60.5,1651352,1991.601861
Nauru,1,,9970,
Nepal,1,61.7,21594872,201.2977806
Netherlands,0,77.6,15422165,20428.58654
Netherlands Antilles,3,74.48,190124,
New Caledonia,1,72.16,190756,13601.45546
New Zealand,1,77,3675060,12291.83756
Ngorno-Karabakh,0,,,
Nicaragua,3,74.4,4637040,862.0452469
Niger,2,49.5,9178575,170.3290646
Nigeria,2,55,110014688,359.4315487
Niue,1,,2168,
Norfolk Island,1,,,
Northern Cyprus,0,,,
Northern Mariana Islands,1,74.2,57517,
Norway,0,77.9,4359096,32219.95618
Oman,1,73.9,2232018,7539.618642
Pakistan,1,61.8,127346713,494.7209888
Palau,1,,17254,6355.627
Panama,3,75.3,2676926,3461.541479
Papua New Guinea,1,56.9,4715617,754.7246551
Paraguay,3,74.1,4795365,1488.949911
Peru,3,71.1,23827163,1978.016368
Philippines,1,68.8,69255386,982.0315551
Pitcairn,1,,61,
Poland,0,71.9,38391778,3409.582827
Portugal,0,75.5,10124943,9500.348837
Puerto Rico,3,73.3,3701618,13592.41549
Qatar,1,74.4,501371,
Reunion,2,74.45,675664,
Romania,0,69.4,22680954,1741.411909
Russia,0,64.4,148698582,1618.123275
Rwanda,2,43.8,5570206,191.2838223
St. Barthélemy,3,,,
St. Helena,2,,5261,
St. Kitts and Nevis,3,,43121,7465.026642
St. Lucia,3,71.1,147067,4303.097972
St. Martin,3,,,
St. Vincent and the Grenadines,3,69.6,108087,2865.622856
St.-Pierre-et-Miquelon,3,,6301,
Samoa,1,70,168257,1204.352769
San Marino,0,,25678,23420.92926
Sao Tome and Principe,2,64.1,127935,
Saudi Arabia,1,75.5,18491845,8976.836874
Senegal,2,58.4,8369125,457.3258796
Serbia,0,72,10203932,703.0393203
Serbia and Montenegro,0,,10862873,
Serbia excluding Kosovo,0,,7628264,
Seychelles,2,69.8,74755,6037.65184
Sierra Leone,2,50.9,3898363,197.2771487
Singapore,1,76.4,3481674,20571.45946
Slovak Republic,0,72.4,5368894,4532.055706
Slovenia,0,74.6,1966205,8119.111389
Solomon Islands,1,61.1,356404,1403.803165
Somalia,2,49.9,6524697,
Somaliland,2,,,
South Africa,2,62.7,41402400,2960.422458
South Ossetia,0,,,
Spain,0,77.9,39426834,12049.25856
Sri Lanka,1,71.7,18229498,704.3240993
Sudan,2,60.5,23974432,297.9165421
Suriname,3,70.1,435920,1899.803103
Svalbard,0,,2906,
Swaziland,2,59.1,963591,1374.690879
Sweden,0,78.9,8826949,23561.66995
Switzerland,0,78.5,7018702,32841.55514
Syria,1,72.7,14171130,1217.766346
Taiwan,1,74.6,21290000,
Tajikistan,1,64.1,5775404,148.727869
Tanzania,2,53.9,29943732,283.4259214
Thailand,1,70.6,59650157,2011.825398
Timor-Leste,1,61.8,852817,
Togo,2,57.6,4085492,256.1737988
Tokelau,1,,1520,
Tonga,1,69.6,95907,1785.210648
Transnistria,0,,,
Trinidad and Tobago,3,69.3,1261443,5071.285557
Tunisia,2,72.9,8935523,1828.181448
Turkey,0,70,58864649,3713.622635
Turkmenistan,1,63.3,4188010,557.5057952
Turks and Caicos Islands,3,,15333,
Tuvalu,1,,9227,1278.696261
Uganda,2,48.3,20831075,221.8284014
Ukraine,0,66.5,51121722,670.4856861
United Arab Emirates,1,71.9,2348539,33926.3405
United Kingdom,0,76.7,57997210,21498.79017
United States,3,75.9,266323717,30050.98673
Uruguay,3,73.4,3223401,6146.711025
USSR,0,,291150213,
Uzbekistan,1,66.6,22919357,499.8947288
Wallis et Futuna,1,,14146,
Vanuatu,3,62.3,168263,1358.46581
Venezuela,1,72.7,22034909,5119.602561
West Bank and Gaza,3,73.7,2596289,1245.626158
West Germany,1,,,
Western Sahara,1,60,259049,
Vietnam,0,70.6,74008073,309.4149314
Virgin Islands (U.S.),2,76.23,107018,
North Yemen (former),1,,,
South Yemen (former),1,,,
Yemen,1,60.3,15148172,494.5977947
Yugoslavia,0,,23025391,
Zambia,2,46.9,8919456,317.9384211
Zimbabwe,2,56,11684693,510.7519156
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
